inncode,generation,department,fulltimeparttime,tenure,managementlevel,engage1,engage2,recommendtoothers,csr,deib1,informed,teamfeeling,appreciatedatwork,trustteammates,voice,innovate,resourses1,decisionautonomy,ld1,ld2,passionateatwork,paysatisfaction,rewardsbenefits1,rewardsbenefits2,merit,ld3,treatrespect1,jobsecurity,worklifebalance1,worklifebalance2,workload,dmanager1,ld5,dmanager2,dmanager3,dmanager4,dmanager5,dmanager6,workenv1,dmanager7,dmanager8,dmanager9,deib2,wellbeing1,wellbeing2,workenv2,workenv3,gm1,gm2,gm3,intenttostayhl,recommendhl,chainscale,state,hotelzipcode,wellbeing,workenvironment,learningdevelopment,worklifebalance,deib,supportivegm,rewardsbenefits,engagement
100085,6,21,3,2,3,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,3,4,4,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,1,3,Oregon,97204,5.0,5.0,4.75,5.0,5.0,4.67,4.0,5.0
100117,4,28,3,7,2,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Louisiana,70130,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
100183,3,21,3,8,3,5,5,5,5,5,4,4,5,3,3,5,5,4,5,5,5,5,5,5,3,4,5,5,4,5,5,3,5,4,5,3,5,4,3,5,5,4,4,5,5,5,5,5,5,5,1,1,4,New York,10036,5.0,4.33,4.75,4.5,4.5,5.0,5.0,5.0
100110,3,7,3,8,3,5,5,5,5,5,5,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,1,4,Washington DC (District of Columbia),20009,5.0,3.67,5.0,5.0,5.0,5.0,5.0,5.0
100160,5,21,3,6,4,5,5,5,5,5,4,4,5,5,5,5,4,4,5,4,4,4,4,4,4,5,5,5,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,1,1,4,Florida,32830,5.0,4.67,4.5,4.0,4.5,4.67,4.0,5.0
100107,5,13,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Texas,79601,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,4,8,3,8,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,5,5,4,4,4,4,4,4,4,4,4,0,0,4,New York,10019,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0
100081,5,5,3,6,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,4,4,3,4,5,4,4,3,4,5,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,0,1,4,Utah,84101,4.0,4.33,4.0,3.5,4.5,4.33,4.0,5.0
100173,3,21,3,8,3,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,5,5,5,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,0,0,4,Illinois,60603,4.0,3.67,3.75,3.5,4.0,3.33,5.0,4.0
100125,3,13,3,6,3,4,3,4,3,4,4,2,3,4,3,4,2,4,3,2,4,1,4,4,2,5,4,4,5,5,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,0,0,4,Ohio,43215,4.0,4.0,3.25,5.0,4.0,3.0,4.0,3.5
100173,4,25,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Illinois,60603,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100168,6,16,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,3,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,0,0,1,Illinois,60611,4.0,4.33,4.25,3.5,4.0,4.0,3.5,4.0
100189,5,29,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,0,0,4,New Jersey,7078,4.0,4.0,4.0,3.5,4.0,3.33,3.5,4.0
100110,4,2,4,6,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20009,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100065,5,21,4,5,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,Washington DC (District of Columbia),20004,4.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0
100125,6,15,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Ohio,43215,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100053,5,15,4,8,1,4,4,4,3,3,3,5,4,5,5,5,4,5,5,4,4,4,4,4,3,3,3,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,5,5,5,0,0,4,Florida,33316,3.0,4.0,4.0,4.0,3.5,5.0,4.0,4.0
100054,6,16,3,2,4,4,5,5,4,5,4,4,4,4,2,4,4,5,4,5,5,4,3,4,4,5,4,4,2,3,4,4,4,4,4,3,4,4,3,4,4,4,4,5,4,3,4,3,3,3,0,1,4,Texas,75207,4.5,3.0,4.5,2.5,4.5,3.0,3.5,4.5
100077,5,28,4,2,1,5,5,5,4,4,5,5,5,5,5,5,4,5,4,4,5,4,4,5,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,3,Hawaii,96815,5.0,5.0,4.5,3.0,4.5,5.0,4.5,5.0
100056,4,21,3,8,2,5,4,5,4,4,5,5,4,4,5,4,5,4,4,4,4,4,4,4,5,3,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,5,4,4,4,4,1,1,5,Massachusetts,2111,4.5,4.67,3.5,4.5,3.5,4.0,4.0,4.5
100108,5,16,5,3,3,4,4,4,5,5,3,1,2,4,2,2,2,4,4,4,4,2,3,4,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,0,0,3,Washington DC (District of Columbia),20001,2.0,2.0,3.0,4.0,3.5,3.0,3.5,4.0
100109,4,16,3,8,3,5,5,5,5,5,5,3,5,3,3,5,5,5,5,5,5,1,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Washington DC (District of Columbia),20036,5.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0
100164,5,25,3,5,3,4,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,5,4,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,2,3,3,3,3,0,0,4,Illinois,60605,4.5,3.0,4.5,5.0,4.5,3.0,4.5,4.0
100045,4,15,3,5,3,4,5,5,5,5,5,3,4,3,2,4,2,5,2,2,5,1,4,4,1,4,1,3,3,2,1,5,3,5,4,2,4,5,4,4,5,4,4,3,2,5,4,5,5,5,0,1,4,Florida,33602,2.5,4.67,2.75,2.5,4.5,5.0,4.0,4.5
100186,3,25,3,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,New York,10017,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100173,5,29,3,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Illinois,60603,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100164,4,20,3,8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,0,0,4,Illinois,60605,4.0,3.33,4.0,3.5,4.0,4.0,4.0,4.0
100182,5,21,3,7,3,5,4,4,5,5,4,5,5,4,4,5,5,3,4,5,5,5,4,4,5,5,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,5,5,4,5,5,4,5,1,0,4,New York,10019,5.0,4.0,4.5,4.0,4.5,4.67,4.0,4.5
100183,4,13,3,8,4,3,3,3,4,3,3,2,1,1,3,2,3,1,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,0,0,4,New York,10036,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0
100069,4,25,4,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Florida,33304,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100183,4,21,3,7,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,5,4,1,0,4,New York,10036,4.5,4.0,4.0,4.5,4.0,4.33,4.5,5.0
100154,3,7,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,5,Florida,32830,4.0,4.0,3.75,4.0,4.0,4.0,4.0,4.0
100158,4,9,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Florida,32821,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,5,16,6,4,4,4,4,3,5,5,4,3,4,4,4,3,3,4,4,5,5,4,4,4,3,4,4,4,5,5,4,5,4,4,5,3,5,5,5,5,4,4,4,4,4,5,5,4,3,4,1,0,4,New York,10019,4.0,5.0,4.25,5.0,4.5,3.67,4.0,4.0
100112,6,9,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,4,Texas,78701,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100123,4,13,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Ohio,44113,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100163,5,21,3,8,4,5,5,5,5,5,4,3,2,3,2,4,2,5,5,3,5,5,5,5,3,1,5,5,4,5,5,4,2,3,4,1,4,2,3,4,2,3,4,5,4,5,5,5,4,4,1,1,3,Illinois,60611,4.5,4.33,2.75,4.5,4.5,4.33,5.0,5.0
100113,3,21,3,8,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Virginia,22314,5.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0
100158,6,9,3,4,3,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,5,4,4,5,3,4,5,5,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,0,1,3,Florida,32821,5.0,4.67,4.25,4.5,5.0,4.33,4.5,5.0
100055,3,12,3,8,3,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,5,4,4,4,4,4,4,4,4,4,3,4,4,4,0,1,4,Florida,33304,4.0,4.0,3.75,4.0,4.0,4.0,4.0,5.0
100077,4,21,3,8,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,5,4,4,5,3,4,3,4,3,3,4,4,4,4,4,4,4,4,5,1,0,3,Hawaii,96815,4.0,4.0,3.75,4.0,4.0,4.33,4.0,4.0
100170,6,16,3,3,3,3,3,3,4,3,3,4,3,3,2,3,4,3,3,3,3,3,3,4,3,5,4,3,3,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,3,4,5,5,5,0,0,5,Illinois,62701,3.0,3.0,3.5,3.0,3.0,5.0,3.5,3.0
100160,4,12,3,6,4,5,5,5,3,4,2,4,4,4,4,2,2,4,2,2,2,1,4,5,1,3,2,5,5,5,4,2,4,3,4,2,3,4,4,4,2,4,2,4,4,5,4,4,2,3,0,1,4,Florida,32830,4.0,4.67,2.75,5.0,3.0,3.0,4.5,5.0
100182,4,21,3,8,3,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,5,0,1,4,New York,10019,5.0,4.0,4.5,4.5,4.5,4.67,4.5,4.5
100057,4,21,3,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Massachusetts,2125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100157,5,35,3,5,4,3,4,4,3,4,4,3,1,3,3,3,3,4,3,3,3,1,3,4,1,4,3,2,3,4,3,4,3,3,4,3,3,3,2,2,2,2,3,3,2,4,3,2,2,3,0,0,4,Florida,32821,2.5,3.33,3.25,3.5,3.5,2.33,3.5,3.5
100055,5,19,3,5,3,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,5,1,4,4,1,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,0,1,4,Florida,33304,5.0,4.0,3.75,4.0,4.5,4.67,4.0,5.0
100051,6,17,3,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,1,4,Florida,33140,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,3,28,4,8,2,2,5,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,0,0,4,New York,10019,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.5
100149,3,25,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,33019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,3,20,3,7,4,4,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100067,6,16,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Nevada,89158,5.0,5.0,4.5,5.0,5.0,5.0,4.5,4.5
100100,5,28,4,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,0,1,4,Nebraska,68102,4.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0
100117,3,30,4,8,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Louisiana,70130,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100104,5,21,3,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Indiana,46204,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100200,6,20,5,2,2,5,5,5,5,5,4,3,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Texas,77304,5.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0
100063,6,34,3,3,2,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,3,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,0,1,2,Florida,32836,4.5,5.0,4.5,5.0,4.5,5.0,5.0,5.0
100063,5,30,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,2,Florida,32836,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100160,3,21,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32830,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100069,4,5,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Florida,33304,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100168,5,5,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,Illinois,60611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100067,5,21,3,6,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,3,Nevada,89158,4.5,5.0,4.75,4.5,5.0,5.0,5.0,5.0
100097,4,7,4,5,2,3,4,4,4,4,3,3,2,2,2,4,4,4,4,3,4,3,4,4,3,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,0,0,4,Georgia,30303,3.5,3.33,3.75,2.5,4.0,3.33,4.0,3.5
100084,5,12,3,2,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Colorado,80202,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0
100108,4,7,5,7,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,1,1,3,Washington DC (District of Columbia),20001,4.0,4.0,3.75,4.0,4.0,5.0,4.5,4.0
100161,4,5,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Florida,32830,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100149,2,25,3,8,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,0,0,4,Florida,33019,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0
100114,4,12,3,6,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,3,4,3,3,4,4,3,4,4,4,3,4,4,3,5,4,4,4,3,4,3,4,3,4,3,4,3,3,0,0,5,Texas,77030,3.5,4.0,3.5,3.5,3.5,3.33,3.5,4.0
100074,5,30,3,7,3,5,5,5,4,5,3,5,5,5,4,4,4,5,5,5,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,3,3,4,4,4,0,1,3,Illinois,60611,4.0,3.33,4.5,4.0,4.5,4.0,4.5,5.0
100125,5,7,4,6,2,4,4,4,3,5,4,5,4,4,4,5,4,5,4,3,5,3,4,4,2,4,4,4,3,3,4,5,4,5,5,5,5,5,5,4,4,5,5,4,3,5,4,5,5,4,0,0,4,Ohio,43215,3.5,5.0,3.75,3.0,5.0,4.67,4.0,4.0
100067,3,13,3,6,3,5,5,4,5,5,5,2,5,4,2,5,4,5,5,5,5,5,5,5,5,2,5,5,5,5,5,3,2,2,2,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,1,0,3,Nevada,89158,5.0,4.67,3.5,5.0,5.0,5.0,5.0,5.0
100093,4,21,3,7,2,3,3,4,4,4,3,5,4,3,4,3,4,3,3,3,3,4,5,5,3,4,4,4,3,3,3,3,4,3,4,3,4,3,3,3,4,3,3,4,4,3,4,3,3,3,0,0,4,Oregon,97204,4.0,3.0,3.5,3.0,3.5,3.0,5.0,3.0
100149,3,5,3,8,3,5,5,5,5,5,4,4,5,4,5,4,4,5,5,4,5,4,4,5,4,4,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,1,1,4,Florida,33019,5.0,5.0,4.5,4.5,5.0,5.0,4.5,5.0
100068,4,13,3,7,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,Washington DC (District of Columbia),20001,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100182,4,25,3,8,3,4,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10019,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5
100096,5,28,4,3,1,4,4,2,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0,3,Alabama,35209,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100117,4,28,3,7,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,Louisiana,70130,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100065,4,21,3,5,2,4,4,5,3,5,3,4,4,3,4,5,4,5,4,4,5,4,3,4,2,2,4,4,3,2,2,4,3,3,3,3,4,4,3,4,3,3,3,5,5,4,5,4,4,4,0,1,3,Washington DC (District of Columbia),20004,5.0,3.67,3.25,2.5,4.0,4.0,3.5,4.0
100069,4,25,3,3,3,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,5,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,3,4,5,3,4,4,4,4,4,4,4,4,0,1,2,Florida,33304,4.0,3.67,4.25,4.0,4.5,4.0,3.0,4.5
100051,4,21,3,4,2,3,4,4,3,4,2,5,4,4,3,5,3,3,3,2,5,1,2,3,4,5,5,3,3,5,3,4,3,4,5,5,4,4,4,4,5,5,4,4,3,3,3,5,4,4,0,0,4,Florida,33140,3.5,3.33,3.25,4.0,4.0,4.33,2.5,3.5
100136,6,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,1,1,4,Arizona,86351,5.0,5.0,4.5,5.0,5.0,3.67,5.0,5.0
100059,5,21,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,5,Florida,33304,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100151,6,16,5,5,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,4,Florida,32819,3.0,3.0,3.25,3.0,3.5,3.0,3.0,3.0
100185,4,16,3,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,New York,10001,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100152,5,28,3,1,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,5,5,5,5,2,4,4,5,4,4,5,4,5,4,4,1,1,4,Georgia,30313,4.0,5.0,4.0,5.0,5.0,4.33,5.0,5.0
100119,5,8,5,3,4,4,4,4,3,4,2,4,4,5,3,4,4,4,5,4,5,2,3,3,3,5,5,3,4,4,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,4,5,3,3,3,1,0,5,Pennsylvania,19107,4.0,4.33,4.75,4.0,4.5,3.0,3.0,4.0
100151,4,13,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,0,1,4,Florida,32819,4.5,5.0,5.0,5.0,5.0,5.0,4.5,5.0
100184,4,21,3,8,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,0,0,2,New York,10282,3.0,4.0,3.75,4.0,3.5,3.0,4.0,4.0
100058,3,21,3,8,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,Florida,33132,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
100151,6,8,5,5,3,4,4,5,4,4,4,4,3,4,3,4,3,5,5,3,4,3,3,4,3,4,4,5,5,5,5,5,5,4,4,5,4,5,5,4,4,5,4,4,4,4,4,4,3,3,0,1,4,Florida,32819,4.0,4.33,4.25,5.0,4.0,3.33,3.5,4.0
100060,4,9,3,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,Florida,33142,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
